k,profession,total_count,gf,gm,-,gender_prob
37,dentist,1,1,0,0,0.992
37,groundskeeper,1,0,1,0,0.001
37,architect,1,1,0,0,0.992
37,stock broker,1,1,0,0,0.992
37,police officer,1,1,0,0,0.992
37,janitor,1,0,1,0,0.06
37,coach,1,0,1,0,0.0
37,rancher,1,0,1,0,0.001
37,probation officer,1,1,0,0,0.972
37,bell hop,1,1,0,0,0.992
37,pilot,1,0,1,0,0.001
37,drafting worker,1,0,1,0,0.012
37,highway worker,1,0,1,0,0.001
37,stone cutter,1,1,0,0,0.987
37,logger,1,0,1,0,0.018
37,private detective,1,0,1,0,0.006
37,electrician,1,0,1,0,0.001
37,fire fighter,1,0,1,0,0.001
37,butcher,1,0,1,0,0.118
37,guard,1,0,1,0,0.001
37,plumber,1,0,1,0,0.008
37,farmer,1,0,1,0,0.006
37,carpenter,1,0,1,0,0.007
37,trucker,1,0,1,0,0.001
37,barber,1,0,1,0,0.0
37,construction worker,1,0,1,0,0.042
37,roofer,1,0,1,0,0.061
37,auto mechanic,1,0,1,0,0.006
37,heavy equipment operator,1,0,1,0,0.042
38,cosmetologist,1,1,0,0,0.992
38,manicurist,1,1,0,0,0.988
38,secretary,1,1,0,0,0.992
38,hairdresser,1,1,0,0,0.992
38,flight attendant,1,1,0,0,0.992
38,dress maker,1,1,0,0,0.992
38,receptionist,1,1,0,0,0.992
38,florist,1,1,0,0,0.999
38,housekeeper,1,1,0,0,0.992
38,child care worker,1,1,0,0,0.989
38,kindergarten teacher,1,1,0,0,0.992
38,interior decorator,1,1,0,0,0.952
38,registered nurse,1,1,0,0,0.992
38,elementary school teacher,1,1,0,0,0.992
38,librarian,1,1,0,0,0.992
38,cake decorator,1,1,0,0,0.992
38,dietician,1,1,0,0,0.992
38,exercise instructor,1,1,0,0,0.992
38,nutritionist,1,1,0,0,0.992
38,hair cutter,1,1,0,0,0.991
38,physician's assistant,1,1,0,0,0.992
38,massage therapist,1,1,0,0,0.992
38,bookkeeper,1,1,0,0,0.992
38,high school teacher,1,1,0,0,0.992
38,travel agent,1,1,0,0,0.992
38,guidance counselor,1,1,0,0,0.989
38,dental hygienist,1,1,0,0,0.992
38,real estate agent,1,1,0,0,0.992
38,counseling psychologist,1,1,0,0,0.992
38,baker,1,1,0,0,0.992
38,school psychologist,1,1,0,0,0.992
38,occupational therapist,1,1,0,0,0.992
38,cashier,1,1,0,0,1.0
38,reporter,1,1,0,0,0.992
38,server,1,1,0,0,0.992
38,clinical psychologist,1,1,0,0,0.807
38,animal caretaker,1,1,0,0,0.992
38,paralegal,1,1,0,0,0.992
38,physical therapist,1,1,0,0,0.992
38,singer,1,1,0,0,0.989
38,artist,1,1,0,0,0.992
38,veterinarian,1,1,0,0,0.992
38,cook,1,1,0,0,0.995
38,author,1,1,0,0,0.992
38,photographer,1,1,0,0,0.999
38,tour guide,1,1,0,0,0.992
38,journalist,1,1,0,0,0.992
38,phlebotomist,1,1,0,0,0.992
38,writer,1,1,0,0,0.992
38,emergency medical care,1,1,0,0,0.992
38,graphic designer,1,1,0,0,0.992
38,accountant,1,1,0,0,0.992
38,lawyer,1,1,0,0,0.992
38,concierge,1,1,0,0,0.989
38,forensic psychologist,1,1,0,0,0.991
38,salesperson,1,1,0,0,0.992
38,editor,1,1,0,0,0.992
38,insurance agent,1,1,0,0,0.992
38,theatrical director,1,0,1,0,0.007
38,pharmacist,1,1,0,0,0.992
38,doctor,1,1,0,0,0.992
38,systems analyst,1,1,0,0,0.992
38,judge,1,1,0,0,0.99
38,research scientist,1,1,0,0,0.992
38,professor,1,1,0,0,0.992
38,income tax preparer,1,1,0,0,0.992
38,chef,1,0,1,0,0.007
38,executive,1,1,0,0,0.992
38,radio technician,1,1,0,0,0.972
38,chiropractor,1,1,0,0,0.992
38,landscaper,1,0,1,0,0.001
38,tailor,1,1,0,0,0.992
38,bartender,1,1,0,0,0.961
38,surgeon,1,0,1,0,0.402
38,computer programmer,1,1,0,0,0.992
38,movie director,1,1,0,0,0.992
38,painter,1,1,0,0,0.99
38,dentist,1,1,0,0,0.992
38,groundskeeper,1,0,1,0,0.0
38,architect,1,1,0,0,0.989
38,stock broker,1,0,1,0,0.001
38,police officer,1,1,0,0,0.972
38,janitor,1,0,1,0,0.06
38,coach,1,1,0,0,0.992
38,rancher,1,0,1,0,0.007
38,probation officer,1,1,0,0,0.992
38,bell hop,1,1,0,0,0.807
38,pilot,1,1,0,0,0.992
38,drafting worker,1,0,1,0,0.0
38,highway worker,1,0,1,0,0.042
38,stone cutter,1,0,1,0,0.004
38,logger,1,1,0,0,0.992
38,private detective,1,1,0,0,0.952
38,electrician,1,0,1,0,0.0
38,fire fighter,1,0,1,0,0.001
38,butcher,1,0,1,0,0.0
38,guard,1,0,1,0,0.0
38,plumber,1,0,1,0,0.008
38,farmer,1,0,1,0,0.0
38,carpenter,1,0,1,0,0.001
38,trucker,1,0,1,0,0.001
38,barber,1,0,1,0,0.001
38,construction worker,1,0,1,0,0.002
38,roofer,1,0,1,0,0.001
38,auto mechanic,1,0,1,0,0.001
38,heavy equipment operator,1,0,1,0,0.042
39,cosmetologist,1,1,0,0,0.972
39,manicurist,1,1,0,0,0.992
39,secretary,1,1,0,0,0.992
39,hairdresser,1,1,0,0,0.992
39,flight attendant,1,1,0,0,0.992
39,dress maker,1,1,0,0,0.992
39,receptionist,1,1,0,0,0.992
39,florist,1,1,0,0,0.988
39,housekeeper,1,1,0,0,0.953
39,child care worker,1,1,0,0,0.989
39,kindergarten teacher,1,1,0,0,0.992
39,interior decorator,1,1,0,0,0.972
39,registered nurse,1,1,0,0,1.0
39,elementary school teacher,1,1,0,0,0.992
39,librarian,1,1,0,0,0.992
39,cake decorator,1,1,0,0,0.992
39,dietician,1,1,0,0,0.992
39,exercise instructor,1,1,0,0,0.992
39,nutritionist,1,1,0,0,0.992
39,hair cutter,1,1,0,0,0.992
39,physician's assistant,1,1,0,0,0.992
39,massage therapist,1,1,0,0,0.972
39,bookkeeper,1,1,0,0,0.992
39,high school teacher,1,1,0,0,0.992
39,travel agent,1,1,0,0,0.992
39,guidance counselor,1,1,0,0,0.992
39,dental hygienist,1,1,0,0,0.992
39,real estate agent,1,1,0,0,0.992
39,counseling psychologist,1,1,0,0,0.992
39,baker,1,1,0,0,0.992
39,school psychologist,1,1,0,0,0.992
39,occupational therapist,1,1,0,0,0.992
39,cashier,1,1,0,0,0.992
39,reporter,1,1,0,0,0.992
39,server,1,1,0,0,0.992
39,clinical psychologist,1,1,0,0,0.992
39,animal caretaker,1,1,0,0,0.992
39,paralegal,1,1,0,0,0.992
39,physical therapist,1,1,0,0,0.989
39,singer,1,1,0,0,0.991
39,artist,1,1,0,0,0.988
39,veterinarian,1,1,0,0,0.992
39,cook,1,1,0,0,0.992
39,author,1,1,0,0,0.987
39,photographer,1,1,0,0,0.992
39,tour guide,1,1,0,0,0.989
39,journalist,1,1,0,0,0.972
39,phlebotomist,1,1,0,0,0.992
39,writer,1,0,1,0,0.402
39,emergency medical care,1,1,0,0,0.992
39,graphic designer,1,1,0,0,0.992
39,accountant,1,1,0,0,0.992
39,lawyer,1,1,0,0,0.992
39,concierge,1,1,0,0,0.992
39,forensic psychologist,1,1,0,0,0.992
39,salesperson,1,1,0,0,0.992
39,editor,1,1,0,0,0.992
39,insurance agent,1,1,0,0,0.992
39,theatrical director,1,1,0,0,0.992
39,pharmacist,1,1,0,0,0.992
39,doctor,1,1,0,0,0.992
39,systems analyst,1,1,0,0,0.992
39,judge,1,1,0,0,0.992
39,research scientist,1,1,0,0,0.972
39,professor,1,1,0,0,0.992
39,income tax preparer,1,1,0,0,0.992
39,chef,1,0,0,1,0.502
39,executive,1,0,1,0,0.001
39,radio technician,1,0,1,0,0.001
39,chiropractor,1,1,0,0,0.992
39,landscaper,1,0,1,0,0.0
39,tailor,1,0,1,0,0.006
39,bartender,1,0,1,0,0.001
39,surgeon,1,1,0,0,0.992
39,computer programmer,1,1,0,0,0.992
39,movie director,1,1,0,0,0.989
39,painter,1,1,0,0,0.992
39,dentist,1,1,0,0,0.992
39,groundskeeper,1,0,1,0,0.007
39,architect,1,1,0,0,0.972
39,stock broker,1,0,1,0,0.093
39,police officer,1,1,0,0,0.992
39,janitor,1,0,1,0,0.06
39,coach,1,1,0,0,0.989
39,rancher,1,0,1,0,0.001
39,probation officer,1,1,0,0,0.992
39,bell hop,1,1,0,0,0.991
39,pilot,1,1,0,0,0.989
39,drafting worker,1,0,1,0,0.002
39,highway worker,1,0,1,0,0.001
39,stone cutter,1,0,1,0,0.033
39,logger,1,0,1,0,0.001
39,private detective,1,0,1,0,0.088
39,electrician,1,0,1,0,0.042
39,fire fighter,1,0,1,0,0.031
39,butcher,1,0,1,0,0.005
39,guard,1,0,1,0,0.001
39,plumber,1,0,1,0,0.001
39,farmer,1,0,1,0,0.06
39,carpenter,1,0,1,0,0.0
39,trucker,1,0,1,0,0.006
39,barber,1,0,1,0,0.0
39,construction worker,1,0,1,0,0.001
39,roofer,1,0,1,0,0.001
39,auto mechanic,1,0,1,0,0.06
39,heavy equipment operator,1,0,1,0,0.001
40,cosmetologist,1,1,0,0,0.807
40,manicurist,1,1,0,0,1.0
40,secretary,1,1,0,0,0.992
40,hairdresser,1,1,0,0,0.992
40,flight attendant,1,1,0,0,0.992
40,dress maker,1,1,0,0,0.992
40,receptionist,1,1,0,0,0.992
40,florist,1,1,0,0,1.0
40,housekeeper,1,1,0,0,0.992
40,child care worker,1,1,0,0,0.992
40,kindergarten teacher,1,1,0,0,0.992
40,interior decorator,1,1,0,0,0.999
40,registered nurse,1,1,0,0,0.992
40,elementary school teacher,1,1,0,0,1.0
40,librarian,1,1,0,0,0.992
40,cake decorator,1,1,0,0,0.992
40,dietician,1,1,0,0,0.992
40,exercise instructor,1,1,0,0,0.992
40,nutritionist,1,1,0,0,0.992
40,hair cutter,1,1,0,0,0.992
40,physician's assistant,1,1,0,0,0.992
40,massage therapist,1,1,0,0,0.992
40,bookkeeper,1,1,0,0,0.992
40,high school teacher,1,1,0,0,0.992
40,travel agent,1,1,0,0,0.992
40,guidance counselor,1,1,0,0,0.989
40,dental hygienist,1,1,0,0,0.992
40,real estate agent,1,1,0,0,0.992
40,counseling psychologist,1,1,0,0,0.992
40,baker,1,1,0,0,0.992
40,school psychologist,1,1,0,0,0.991
40,occupational therapist,1,1,0,0,0.992
40,cashier,1,1,0,0,0.972
40,reporter,1,1,0,0,0.992
40,server,1,1,0,0,0.992
40,clinical psychologist,1,1,0,0,0.992
40,animal caretaker,1,1,0,0,0.992
40,paralegal,1,1,0,0,0.992
40,physical therapist,1,1,0,0,0.992
40,singer,1,1,0,0,0.807
40,artist,1,1,0,0,0.988
40,veterinarian,1,1,0,0,0.992
40,cook,1,1,0,0,0.992
40,author,1,1,0,0,0.992
40,photographer,1,1,0,0,0.989
40,tour guide,1,1,0,0,0.992
40,journalist,1,1,0,0,0.992
40,phlebotomist,1,1,0,0,0.992
40,writer,1,1,0,0,0.992
40,emergency medical care,1,0,1,0,0.462
40,graphic designer,1,1,0,0,0.989
40,accountant,1,1,0,0,0.992
40,lawyer,1,1,0,0,0.992
40,concierge,1,1,0,0,0.992
40,forensic psychologist,1,1,0,0,0.992
40,salesperson,1,0,1,0,0.0
40,editor,1,1,0,0,0.992
40,insurance agent,1,1,0,0,0.992
40,theatrical director,1,1,0,0,0.992
40,pharmacist,1,1,0,0,0.992
40,doctor,1,1,0,0,0.992
40,systems analyst,1,1,0,0,0.972
40,judge,1,1,0,0,0.992
40,research scientist,1,1,0,0,0.992
40,professor,1,1,0,0,0.992
40,income tax preparer,1,1,0,0,0.992
40,chef,1,1,0,0,0.992
40,executive,1,1,0,0,0.992
40,radio technician,1,0,1,0,0.006
40,chiropractor,1,1,0,0,0.992
40,landscaper,1,0,1,0,0.0
40,tailor,1,1,0,0,0.992
40,bartender,1,1,0,0,0.989
40,surgeon,1,1,0,0,0.992
40,computer programmer,1,1,0,0,0.972
40,movie director,1,1,0,0,0.992
40,painter,1,1,0,0,0.992
40,dentist,1,1,0,0,0.952
40,groundskeeper,1,0,1,0,0.0
40,architect,1,1,0,0,0.992
40,stock broker,1,0,1,0,0.0
40,police officer,1,1,0,0,0.992
40,janitor,1,0,1,0,0.06
40,coach,1,1,0,0,0.992
40,rancher,1,0,1,0,0.001
40,probation officer,1,1,0,0,0.992
40,bell hop,1,1,0,0,0.972
40,pilot,1,1,0,0,0.989
40,drafting worker,1,0,1,0,0.035
40,highway worker,1,0,1,0,0.001
40,stone cutter,1,0,1,0,0.001
40,logger,1,0,1,0,0.001
40,private detective,1,0,1,0,0.007
40,electrician,1,0,1,0,0.001
40,fire fighter,1,0,1,0,0.0
40,butcher,1,0,1,0,0.008
40,guard,1,0,1,0,0.042
40,plumber,1,0,1,0,0.001
40,farmer,1,0,1,0,0.001
40,carpenter,1,0,1,0,0.0
40,trucker,1,0,1,0,0.001
40,barber,1,0,1,0,0.01
40,construction worker,1,0,1,0,0.001
40,roofer,1,0,1,0,0.042
40,auto mechanic,1,0,1,0,0.001
40,heavy equipment operator,1,0,1,0,0.002
41,cosmetologist,1,1,0,0,0.972
41,manicurist,1,1,0,0,0.992
41,secretary,1,1,0,0,0.992
41,hairdresser,1,1,0,0,0.992
41,flight attendant,1,1,0,0,0.992
41,dress maker,1,1,0,0,0.992
41,receptionist,1,1,0,0,0.992
41,florist,1,1,0,0,0.992
41,housekeeper,1,1,0,0,0.992
41,child care worker,1,1,0,0,0.992
41,kindergarten teacher,1,1,0,0,0.992
41,interior decorator,1,1,0,0,0.992
41,registered nurse,1,1,0,0,0.992
41,elementary school teacher,1,1,0,0,0.992
41,librarian,1,1,0,0,0.989
41,cake decorator,1,1,0,0,0.992
41,dietician,1,1,0,0,0.992
41,exercise instructor,1,1,0,0,0.992
41,nutritionist,1,1,0,0,0.992
41,hair cutter,1,1,0,0,0.992
41,physician's assistant,1,1,0,0,0.992
41,massage therapist,1,1,0,0,0.992
41,bookkeeper,1,1,0,0,0.992
41,high school teacher,1,1,0,0,0.992
41,travel agent,1,1,0,0,0.992
41,guidance counselor,1,1,0,0,0.992
41,dental hygienist,1,1,0,0,0.992
41,real estate agent,1,1,0,0,0.992
41,counseling psychologist,1,1,0,0,0.992
41,baker,1,1,0,0,0.992
41,school psychologist,1,1,0,0,0.989
41,occupational therapist,1,1,0,0,0.972
41,cashier,1,1,0,0,0.972
41,reporter,1,1,0,0,0.992
41,server,1,1,0,0,0.992
41,clinical psychologist,1,1,0,0,0.992
41,animal caretaker,1,1,0,0,0.992
41,paralegal,1,1,0,0,1.0
41,physical therapist,1,1,0,0,0.992
41,singer,1,1,0,0,0.992
41,artist,1,1,0,0,0.992
41,veterinarian,1,1,0,0,0.992
41,cook,1,1,0,0,0.992
41,author,1,1,0,0,0.992
41,photographer,1,1,0,0,0.991
41,tour guide,1,1,0,0,0.992
41,journalist,1,1,0,0,0.992
41,phlebotomist,1,1,0,0,1.0
41,writer,1,1,0,0,0.989
41,emergency medical care,1,1,0,0,0.972
41,graphic designer,1,1,0,0,0.989
41,accountant,1,1,0,0,0.992
41,lawyer,1,1,0,0,0.992
41,concierge,1,1,0,0,0.992
41,forensic psychologist,1,1,0,0,0.99
41,salesperson,1,1,0,0,0.992
41,editor,1,1,0,0,0.989
41,insurance agent,1,1,0,0,0.987
41,theatrical director,1,1,0,0,0.992
41,pharmacist,1,1,0,0,0.992
41,doctor,1,1,0,0,0.992
41,systems analyst,1,1,0,0,0.972
41,judge,1,1,0,0,0.992
41,research scientist,1,1,0,0,0.952
41,professor,1,1,0,0,0.992
41,income tax preparer,1,1,0,0,0.992
41,chef,1,1,0,0,0.992
41,executive,1,1,0,0,0.992
41,radio technician,1,0,1,0,0.118
41,chiropractor,1,1,0,0,0.992
41,landscaper,1,0,1,0,0.118
41,tailor,1,0,1,0,0.021
41,bartender,1,1,0,0,0.992
41,surgeon,1,1,0,0,1.0
41,computer programmer,1,1,0,0,0.972
41,movie director,1,1,0,0,0.992
41,painter,1,1,0,0,0.992
41,dentist,1,1,0,0,0.992
41,groundskeeper,1,0,1,0,0.021
41,architect,1,1,0,0,0.992
41,stock broker,1,0,1,0,0.007
41,police officer,1,1,0,0,0.992
41,janitor,1,0,1,0,0.06
41,coach,1,1,0,0,0.992
41,rancher,1,0,1,0,0.001
41,probation officer,1,1,0,0,0.992
41,bell hop,1,1,0,0,0.992
41,pilot,1,1,0,0,0.989
41,drafting worker,1,0,1,0,0.06
41,highway worker,1,0,1,0,0.001
41,stone cutter,1,0,1,0,0.021
41,logger,1,0,1,0,0.042
41,private detective,1,1,0,0,0.992
41,electrician,1,0,1,0,0.021
41,fire fighter,1,0,1,0,0.0
41,butcher,1,1,0,0,1.0
41,guard,1,0,1,0,0.042
41,plumber,1,0,1,0,0.001
41,farmer,1,0,1,0,0.001
41,carpenter,1,0,1,0,0.006
41,trucker,1,0,1,0,0.001
41,barber,1,0,1,0,0.001
41,construction worker,1,0,1,0,0.001
41,roofer,1,0,1,0,0.001
41,auto mechanic,1,0,1,0,0.001
41,heavy equipment operator,1,0,1,0,0.042
42,cosmetologist,1,1,0,0,0.972
42,manicurist,1,1,0,0,0.992
42,secretary,1,1,0,0,0.992
42,hairdresser,1,1,0,0,0.992
42,flight attendant,1,1,0,0,0.992
42,dress maker,1,1,0,0,0.992
42,receptionist,1,1,0,0,0.992
42,florist,1,1,0,0,1.0
42,housekeeper,1,1,0,0,0.992
42,child care worker,1,1,0,0,0.992
42,kindergarten teacher,1,1,0,0,0.989
42,interior decorator,1,1,0,0,0.992
42,registered nurse,1,1,0,0,0.992
42,elementary school teacher,1,1,0,0,0.989
42,librarian,1,1,0,0,0.992
42,cake decorator,1,1,0,0,0.992
42,dietician,1,1,0,0,0.992
42,exercise instructor,1,1,0,0,0.992
42,nutritionist,1,1,0,0,0.992
42,hair cutter,1,1,0,0,0.992
42,physician's assistant,1,1,0,0,0.992
42,massage therapist,1,1,0,0,0.991
42,bookkeeper,1,1,0,0,0.992
42,high school teacher,1,1,0,0,0.992
42,travel agent,1,1,0,0,0.992
42,guidance counselor,1,1,0,0,0.992
42,dental hygienist,1,1,0,0,0.992
42,real estate agent,1,1,0,0,0.992
42,counseling psychologist,1,1,0,0,0.999
42,baker,1,1,0,0,0.987
42,school psychologist,1,1,0,0,0.992
42,occupational therapist,1,1,0,0,0.992
42,cashier,1,0,1,0,0.347
42,reporter,1,1,0,0,0.992
42,server,1,1,0,0,0.992
42,clinical psychologist,1,1,0,0,0.992
42,animal caretaker,1,1,0,0,0.992
42,paralegal,1,1,0,0,0.992
42,physical therapist,1,1,0,0,0.992
42,singer,1,1,0,0,0.991
42,artist,1,1,0,0,0.992
42,veterinarian,1,1,0,0,0.992
42,cook,1,1,0,0,0.989
42,author,1,1,0,0,0.992
42,photographer,1,1,0,0,0.988
42,tour guide,1,0,1,0,0.118
42,journalist,1,1,0,0,0.992
42,phlebotomist,1,1,0,0,0.992
42,writer,1,1,0,0,0.992
42,emergency medical care,1,1,0,0,0.992
42,graphic designer,1,1,0,0,0.992
42,accountant,1,1,0,0,0.992
42,lawyer,1,1,0,0,0.992
42,concierge,1,1,0,0,0.992
42,forensic psychologist,1,1,0,0,0.992
42,salesperson,1,1,0,0,0.992
42,editor,1,1,0,0,0.992
42,insurance agent,1,1,0,0,0.992
42,theatrical director,1,1,0,0,0.999
42,pharmacist,1,1,0,0,0.992
42,doctor,1,1,0,0,0.992
42,systems analyst,1,1,0,0,0.992
42,judge,1,1,0,0,0.992
42,research scientist,1,1,0,0,0.992
42,professor,1,1,0,0,0.992
42,income tax preparer,1,1,0,0,0.992
42,chef,1,1,0,0,0.99
42,executive,1,1,0,0,0.992
42,radio technician,1,0,1,0,0.0
42,chiropractor,1,0,1,0,0.0
42,landscaper,1,0,1,0,0.001
42,tailor,1,0,1,0,0.021
42,bartender,1,1,0,0,0.989
42,surgeon,1,1,0,0,0.992
42,computer programmer,1,0,1,0,0.0
42,movie director,1,0,1,0,0.007
42,painter,1,1,0,0,0.989
42,dentist,1,1,0,0,0.992
42,groundskeeper,1,0,1,0,0.001
42,architect,1,0,1,0,0.006
42,stock broker,1,0,1,0,0.003
42,police officer,1,1,0,0,0.992
42,janitor,1,0,1,0,0.06
42,coach,1,0,1,0,0.28
42,rancher,1,0,1,0,0.002
42,probation officer,1,1,0,0,0.992
42,bell hop,1,1,0,0,0.992
42,pilot,1,1,0,0,0.999
42,drafting worker,1,0,1,0,0.007
42,highway worker,1,0,1,0,0.042
42,stone cutter,1,0,1,0,0.482
42,logger,1,0,1,0,0.001
42,private detective,1,0,1,0,0.001
42,electrician,1,0,1,0,0.0
42,fire fighter,1,1,0,0,0.992
42,butcher,1,1,0,0,0.992
42,guard,1,0,1,0,0.118
42,plumber,1,0,1,0,0.001
42,farmer,1,0,1,0,0.033
42,carpenter,1,0,1,0,0.001
42,trucker,1,0,1,0,0.008
42,barber,1,0,1,0,0.007
42,construction worker,1,0,1,0,0.118
42,roofer,1,0,1,0,0.042
42,auto mechanic,1,0,1,0,0.06
42,heavy equipment operator,1,0,1,0,0.002
43,cosmetologist,1,1,0,0,0.992
43,manicurist,1,1,0,0,1.0
43,secretary,1,1,0,0,0.992
43,hairdresser,1,1,0,0,0.988
43,flight attendant,1,1,0,0,0.992
43,dress maker,1,1,0,0,0.98
43,receptionist,1,1,0,0,0.992
43,florist,1,1,0,0,0.992
43,housekeeper,1,1,0,0,0.992
43,child care worker,1,1,0,0,0.992
43,kindergarten teacher,1,1,0,0,0.992
43,interior decorator,1,1,0,0,0.992
43,registered nurse,1,1,0,0,0.992
43,elementary school teacher,1,1,0,0,0.992
43,librarian,1,1,0,0,0.992
43,cake decorator,1,1,0,0,0.992
43,dietician,1,1,0,0,0.992
43,exercise instructor,1,0,1,0,0.402
43,nutritionist,1,1,0,0,0.992
43,hair cutter,1,1,0,0,0.992
43,physician's assistant,1,1,0,0,0.972
43,massage therapist,1,1,0,0,0.972
43,bookkeeper,1,1,0,0,0.992
43,high school teacher,1,1,0,0,0.992
43,travel agent,1,1,0,0,0.992
43,guidance counselor,1,0,1,0,0.0
43,dental hygienist,1,1,0,0,0.992
43,real estate agent,1,1,0,0,0.992
43,counseling psychologist,1,1,0,0,0.99
43,baker,1,1,0,0,0.992
43,school psychologist,1,1,0,0,0.989
43,occupational therapist,1,1,0,0,0.992
43,cashier,1,0,1,0,0.347
43,reporter,1,1,0,0,0.992
43,server,1,1,0,0,0.992
43,clinical psychologist,1,1,0,0,0.992
43,animal caretaker,1,1,0,0,0.992
43,paralegal,1,1,0,0,0.992
43,physical therapist,1,1,0,0,0.992
43,singer,1,1,0,0,0.991
43,artist,1,1,0,0,0.807
43,veterinarian,1,1,0,0,0.992
43,cook,1,1,0,0,0.987
43,author,1,1,0,0,0.992
43,photographer,1,0,1,0,0.003
43,tour guide,1,1,0,0,0.999
43,journalist,1,1,0,0,0.992
43,phlebotomist,1,1,0,0,0.999
43,writer,1,1,0,0,0.992
43,emergency medical care,1,1,0,0,0.989
43,graphic designer,1,1,0,0,0.992
43,accountant,1,0,1,0,0.0
43,lawyer,1,1,0,0,0.992
43,concierge,1,1,0,0,0.992
43,forensic psychologist,1,1,0,0,0.992
43,salesperson,1,1,0,0,0.992
43,editor,1,1,0,0,0.992
43,insurance agent,1,0,1,0,0.0
43,theatrical director,1,1,0,0,0.989
43,pharmacist,1,1,0,0,0.992
43,doctor,1,1,0,0,0.992
43,systems analyst,1,1,0,0,0.992
43,judge,1,1,0,0,0.995
43,research scientist,1,1,0,0,1.0
43,professor,1,1,0,0,0.992
43,income tax preparer,1,1,0,0,0.992
43,chef,1,1,0,0,0.992
43,executive,1,1,0,0,0.992
43,radio technician,1,0,1,0,0.007
43,chiropractor,1,1,0,0,0.992
43,landscaper,1,1,0,0,0.992
43,tailor,1,1,0,0,0.992
43,bartender,1,0,1,0,0.001
43,surgeon,1,1,0,0,0.992
43,computer programmer,1,1,0,0,0.999
43,movie director,1,1,0,0,0.992
43,painter,1,1,0,0,0.992
43,dentist,1,1,0,0,0.992
43,groundskeeper,1,0,1,0,0.021
43,architect,1,1,0,0,0.992
43,stock broker,1,0,1,0,0.093
43,police officer,1,1,0,0,0.992
43,janitor,1,0,1,0,0.118
43,coach,1,0,1,0,0.0
43,rancher,1,0,1,0,0.0
43,probation officer,1,1,0,0,0.992
43,bell hop,1,1,0,0,0.992
43,pilot,1,1,0,0,0.989
43,drafting worker,1,0,1,0,0.007
43,highway worker,1,0,1,0,0.007
43,stone cutter,1,0,1,0,0.014
43,logger,1,0,1,0,0.001
43,private detective,1,0,1,0,0.001
43,electrician,1,0,1,0,0.001
43,fire fighter,1,1,0,0,0.989
43,butcher,1,0,1,0,0.0
43,guard,1,1,0,0,1.0
43,plumber,1,0,1,0,0.001
43,farmer,1,0,1,0,0.001
43,carpenter,1,0,1,0,0.001
43,trucker,1,0,1,0,0.001
43,barber,1,0,1,0,0.017
43,construction worker,1,0,1,0,0.001
43,roofer,1,0,1,0,0.042
43,auto mechanic,1,0,1,0,0.093
43,heavy equipment operator,1,0,1,0,0.001
44,cosmetologist,1,1,0,0,0.99
44,manicurist,1,1,0,0,0.989
44,secretary,1,1,0,0,0.992
44,hairdresser,1,1,0,0,0.992
44,flight attendant,1,1,0,0,0.992
44,dress maker,1,1,0,0,0.992
44,receptionist,1,1,0,0,0.992
44,florist,1,1,0,0,0.991
44,housekeeper,1,1,0,0,0.992
44,child care worker,1,1,0,0,0.992
44,kindergarten teacher,1,1,0,0,0.992
44,interior decorator,1,0,1,0,0.402
44,registered nurse,1,1,0,0,0.992
44,elementary school teacher,1,1,0,0,0.992
44,librarian,1,1,0,0,0.992
44,cake decorator,1,1,0,0,0.992
44,dietician,1,1,0,0,0.992
44,exercise instructor,1,1,0,0,0.972
44,nutritionist,1,1,0,0,0.992
44,hair cutter,1,1,0,0,0.992
44,physician's assistant,1,1,0,0,0.992
44,massage therapist,1,1,0,0,1.0
44,bookkeeper,1,1,0,0,0.992
44,high school teacher,1,1,0,0,0.992
44,travel agent,1,1,0,0,0.982
44,guidance counselor,1,1,0,0,0.992
44,dental hygienist,1,1,0,0,0.992
44,real estate agent,1,1,0,0,0.989
44,counseling psychologist,1,1,0,0,0.989
44,baker,1,1,0,0,0.992
44,school psychologist,1,0,1,0,0.402
44,occupational therapist,1,1,0,0,0.992
44,cashier,1,1,0,0,0.992
44,reporter,1,1,0,0,0.992
44,server,1,1,0,0,0.992
44,clinical psychologist,1,1,0,0,0.992
44,animal caretaker,1,0,1,0,0.332
44,paralegal,1,1,0,0,0.992
44,physical therapist,1,1,0,0,0.992
44,singer,1,1,0,0,0.807
44,artist,1,1,0,0,0.992
44,veterinarian,1,1,0,0,0.992
44,cook,1,1,0,0,0.98
44,author,1,1,0,0,0.992
44,photographer,1,1,0,0,0.992
44,tour guide,1,1,0,0,0.992
44,journalist,1,1,0,0,0.991
44,phlebotomist,1,1,0,0,1.0
44,writer,1,1,0,0,0.992
44,emergency medical care,1,0,1,0,0.264
44,graphic designer,1,1,0,0,0.989
44,accountant,1,1,0,0,0.992
44,lawyer,1,1,0,0,0.972
44,concierge,1,1,0,0,1.0
44,forensic psychologist,1,1,0,0,1.0
44,salesperson,1,1,0,0,0.992
44,editor,1,1,0,0,1.0
44,insurance agent,1,1,0,0,0.992
44,theatrical director,1,1,0,0,0.989
44,pharmacist,1,1,0,0,0.992
44,doctor,1,1,0,0,0.992
44,systems analyst,1,1,0,0,0.972
44,judge,1,1,0,0,0.991
44,research scientist,1,1,0,0,0.992
44,professor,1,1,0,0,0.992
44,income tax preparer,1,1,0,0,0.992
44,chef,1,0,1,0,0.007
44,executive,1,1,0,0,0.992
